student_id,name,attendance,total_classes,section,branch,semester,subject,week,attendance_percentage,phone_number
STU032,Harsh Reddy,4,5,B,CSE,5,DSA,Week 4,80.0,6054318806
STU032,Harsh Reddy,3,4,B,CSE,5,DSA,Week 5,75.0,6054318806
STU032,Harsh Reddy,1,3,B,CSE,5,DSA,Week 6,33.33,6054318806
STU032,Harsh Reddy,3,4,B,CSE,5,DSA,Week 7,75.0,6054318806
STU032,Harsh Reddy,3,4,B,CSE,5,DSA,Week 8,75.0,6054318806
STU032,Harsh Reddy,1,2,B,CSE,5,Code Lab,Week 1,50.0,6054318806
STU032,Harsh Reddy,0,2,B,CSE,5,Code Lab,Week 2,0.0,6054318806
STU032,Harsh Reddy,1,2,B,CSE,5,Code Lab,Week 3,50.0,6054318806
STU032,Harsh Reddy,2,3,B,CSE,5,Code Lab,Week 4,66.67,6054318806
STU032,Harsh Reddy,1,3,B,CSE,5,Code Lab,Week 5,33.33,6054318806
STU032,Harsh Reddy,2,2,B,CSE,5,Code Lab,Week 6,100.0,6054318806
STU032,Harsh Reddy,2,2,B,CSE,5,Code Lab,Week 7,100.0,6054318806
STU032,Harsh Reddy,3,3,B,CSE,5,Code Lab,Week 8,100.0,6054318806
STU032,Harsh Reddy,0,2,B,CSE,5,Communication Skills,Week 1,0.0,6054318806
STU032,Harsh Reddy,2,3,B,CSE,5,Communication Skills,Week 2,66.67,6054318806
STU032,Harsh Reddy,2,2,B,CSE,5,Communication Skills,Week 3,100.0,6054318806
STU032,Harsh Reddy,1,1,B,CSE,5,Communication Skills,Week 4,100.0,6054318806
STU032,Harsh Reddy,1,3,B,CSE,5,Communication Skills,Week 5,33.33,6054318806
STU032,Harsh Reddy,1,2,B,CSE,5,Communication Skills,Week 6,50.0,6054318806
STU032,Harsh Reddy,2,2,B,CSE,5,Communication Skills,Week 7,100.0,6054318806
STU032,Harsh Reddy,1,2,B,CSE,5,Communication Skills,Week 8,50.0,6054318806
STU033,Simran Rao,4,4,A,CSE,3,Maths,Week 1,100.0,9521453189
STU033,Simran Rao,4,5,A,CSE,3,Maths,Week 2,80.0,9521453189
STU033,Simran Rao,3,5,A,CSE,3,Maths,Week 3,60.0,9521453189
STU033,Simran Rao,4,4,A,CSE,3,Maths,Week 4,100.0,9521453189
STU033,Simran Rao,3,4,A,CSE,3,Maths,Week 5,75.0,9521453189
STU033,Simran Rao,3,4,A,CSE,3,Maths,Week 6,75.0,9521453189
STU033,Simran Rao,4,5,A,CSE,3,Maths,Week 7,80.0,9521453189
STU033,Simran Rao,1,4,A,CSE,3,Maths,Week 8,25.0,9521453189
STU033,Simran Rao,3,4,A,CSE,3,Python,Week 1,75.0,9521453189
STU033,Simran Rao,4,4,A,CSE,3,Python,Week 2,100.0,9521453189
STU033,Simran Rao,2,2,A,CSE,3,Python,Week 3,100.0,9521453189
STU033,Simran Rao,3,3,A,CSE,3,Python,Week 4,100.0,9521453189
STU033,Simran Rao,3,3,A,CSE,3,Python,Week 5,100.0,9521453189
STU033,Simran Rao,2,3,A,CSE,3,Python,Week 6,66.67,9521453189
STU033,Simran Rao,1,2,A,CSE,3,Python,Week 7,50.0,9521453189
STU033,Simran Rao,1,3,A,CSE,3,Python,Week 8,33.33,9521453189
STU033,Simran Rao,3,4,A,CSE,3,AI,Week 1,75.0,9521453189
STU033,Simran Rao,4,4,A,CSE,3,AI,Week 2,100.0,9521453189
STU033,Simran Rao,1,3,A,CSE,3,AI,Week 3,33.33,9521453189
STU033,Simran Rao,0,3,A,CSE,3,AI,Week 4,0.0,9521453189
STU033,Simran Rao,2,3,A,CSE,3,AI,Week 5,66.67,9521453189
STU033,Simran Rao,2,4,A,CSE,3,AI,Week 6,50.0,9521453189
STU033,Simran Rao,1,3,A,CSE,3,AI,Week 7,33.33,9521453189
STU033,Simran Rao,1,3,A,CSE,3,AI,Week 8,33.33,9521453189
STU033,Simran Rao,5,5,A,CSE,3,DSA,Week 1,100.0,9521453189
STU033,Simran Rao,2,4,A,CSE,3,DSA,Week 2,50.0,9521453189
STU033,Simran Rao,4,4,A,CSE,3,DSA,Week 3,100.0,9521453189
STU033,Simran Rao,2,4,A,CSE,3,DSA,Week 4,50.0,9521453189
STU033,Simran Rao,1,4,A,CSE,3,DSA,Week 5,25.0,9521453189
STU033,Simran Rao,2,5,A,CSE,3,DSA,Week 6,40.0,9521453189
STU033,Simran Rao,4,4,A,CSE,3,DSA,Week 7,100.0,9521453189
STU033,Simran Rao,2,5,A,CSE,3,DSA,Week 8,40.0,9521453189
STU033,Simran Rao,1,2,A,CSE,3,Code Lab,Week 1,50.0,9521453189
STU033,Simran Rao,2,2,A,CSE,3,Code Lab,Week 2,100.0,9521453189
STU033,Simran Rao,1,2,A,CSE,3,Code Lab,Week 3,50.0,9521453189
STU033,Simran Rao,1,1,A,CSE,3,Code Lab,Week 4,100.0,9521453189
STU033,Simran Rao,1,2,A,CSE,3,Code Lab,Week 5,50.0,9521453189
STU033,Simran Rao,0,3,A,CSE,3,Code Lab,Week 6,0.0,9521453189
STU033,Simran Rao,2,3,A,CSE,3,Code Lab,Week 7,66.67,9521453189
STU033,Simran Rao,1,3,A,CSE,3,Code Lab,Week 8,33.33,9521453189
STU033,Simran Rao,2,2,A,CSE,3,Communication Skills,Week 1,100.0,9521453189
STU033,Simran Rao,2,2,A,CSE,3,Communication Skills,Week 2,100.0,9521453189
STU033,Simran Rao,1,2,A,CSE,3,Communication Skills,Week 3,50.0,9521453189
STU033,Simran Rao,2,2,A,CSE,3,Communication Skills,Week 4,100.0,9521453189
STU033,Simran Rao,1,2,A,CSE,3,Communication Skills,Week 5,50.0,9521453189
STU033,Simran Rao,1,2,A,CSE,3,Communication Skills,Week 6,50.0,9521453189
STU033,Simran Rao,1,3,A,CSE,3,Communication Skills,Week 7,33.33,9521453189
STU033,Simran Rao,1,1,A,CSE,3,Communication Skills,Week 8,100.0,9521453189
STU034,Abhishek Sharma,4,4,B,AI&DS,3,Maths,Week 1,100.0,9284759615
STU034,Abhishek Sharma,4,4,B,AI&DS,3,Maths,Week 2,100.0,9284759615
STU034,Abhishek Sharma,3,4,B,AI&DS,3,Maths,Week 3,75.0,9284759615
STU034,Abhishek Sharma,4,4,B,AI&DS,3,Maths,Week 4,100.0,9284759615
STU034,Abhishek Sharma,4,4,B,AI&DS,3,Maths,Week 5,100.0,9284759615
STU034,Abhishek Sharma,3,4,B,AI&DS,3,Maths,Week 6,75.0,9284759615
STU034,Abhishek Sharma,3,4,B,AI&DS,3,Maths,Week 7,75.0,9284759615
STU034,Abhishek Sharma,3,4,B,AI&DS,3,Maths,Week 8,75.0,9284759615
STU034,Abhishek Sharma,1,2,B,AI&DS,3,Python,Week 1,50.0,9284759615
STU034,Abhishek Sharma,1,2,B,AI&DS,3,Python,Week 2,50.0,9284759615
STU034,Abhishek Sharma,2,3,B,AI&DS,3,Python,Week 3,66.67,9284759615
STU034,Abhishek Sharma,2,3,B,AI&DS,3,Python,Week 4,66.67,9284759615
STU034,Abhishek Sharma,2,3,B,AI&DS,3,Python,Week 5,66.67,9284759615
STU034,Abhishek Sharma,1,3,B,AI&DS,3,Python,Week 6,33.33,9284759615
STU034,Abhishek Sharma,3,3,B,AI&DS,3,Python,Week 7,100.0,9284759615
STU034,Abhishek Sharma,3,4,B,AI&DS,3,Python,Week 8,75.0,9284759615
STU034,Abhishek Sharma,4,4,B,AI&DS,3,AI,Week 1,100.0,9284759615
STU034,Abhishek Sharma,3,3,B,AI&DS,3,AI,Week 2,100.0,9284759615
STU034,Abhishek Sharma,1,3,B,AI&DS,3,AI,Week 3,33.33,9284759615
STU034,Abhishek Sharma,3,3,B,AI&DS,3,AI,Week 4,100.0,9284759615
STU034,Abhishek Sharma,3,3,B,AI&DS,3,AI,Week 5,100.0,9284759615
STU034,Abhishek Sharma,1,3,B,AI&DS,3,AI,Week 6,33.33,9284759615
STU034,Abhishek Sharma,4,4,B,AI&DS,3,AI,Week 7,100.0,9284759615
STU034,Abhishek Sharma,3,3,B,AI&DS,3,AI,Week 8,100.0,9284759615
STU034,Abhishek Sharma,3,3,B,AI&DS,3,DSA,Week 1,100.0,9284759615
STU034,Abhishek Sharma,5,5,B,AI&DS,3,DSA,Week 2,100.0,9284759615
STU034,Abhishek Sharma,3,4,B,AI&DS,3,DSA,Week 3,75.0,9284759615
STU034,Abhishek Sharma,4,4,B,AI&DS,3,DSA,Week 4,100.0,9284759615
STU034,Abhishek Sharma,3,4,B,AI&DS,3,DSA,Week 5,75.0,9284759615
STU034,Abhishek Sharma,3,5,B,AI&DS,3,DSA,Week 6,60.0,9284759615
STU034,Abhishek Sharma,3,3,B,AI&DS,3,DSA,Week 7,100.0,9284759615
STU034,Abhishek Sharma,3,4,B,AI&DS,3,DSA,Week 8,75.0,9284759615
STU034,Abhishek Sharma,1,1,B,AI&DS,3,Code Lab,Week 1,100.0,9284759615
STU034,Abhishek Sharma,0,1,B,AI&DS,3,Code Lab,Week 2,0.0,9284759615
STU034,Abhishek Sharma,1,2,B,AI&DS,3,Code Lab,Week 3,50.0,9284759615
STU034,Abhishek Sharma,2,2,B,AI&DS,3,Code Lab,Week 4,100.0,9284759615
STU034,Abhishek Sharma,1,2,B,AI&DS,3,Code Lab,Week 5,50.0,9284759615
STU034,Abhishek Sharma,2,3,B,AI&DS,3,Code Lab,Week 6,66.67,9284759615
STU034,Abhishek Sharma,2,2,B,AI&DS,3,Code Lab,Week 7,100.0,9284759615
STU034,Abhishek Sharma,1,3,B,AI&DS,3,Code Lab,Week 8,33.33,9284759615
STU034,Abhishek Sharma,1,2,B,AI&DS,3,Communication Skills,Week 1,50.0,9284759615
STU034,Abhishek Sharma,1,2,B,AI&DS,3,Communication Skills,Week 2,50.0,9284759615
STU034,Abhishek Sharma,2,2,B,AI&DS,3,Communication Skills,Week 3,100.0,9284759615
STU034,Abhishek Sharma,1,2,B,AI&DS,3,Communication Skills,Week 4,50.0,9284759615
STU034,Abhishek Sharma,0,3,B,AI&DS,3,Communication Skills,Week 5,0.0,9284759615
STU034,Abhishek Sharma,1,3,B,AI&DS,3,Communication Skills,Week 6,33.33,9284759615
STU034,Abhishek Sharma,0,1,B,AI&DS,3,Communication Skills,Week 7,0.0,9284759615
STU034,Abhishek Sharma,3,3,B,AI&DS,3,Communication Skills,Week 8,100.0,9284759615
STU035,Harsh Joshi,4,4,C,IT,5,Maths,Week 1,100.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,Maths,Week 2,100.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,Maths,Week 3,100.0,9166211829
STU035,Harsh Joshi,3,4,C,IT,5,Maths,Week 4,75.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,Maths,Week 5,100.0,9166211829
STU035,Harsh Joshi,5,5,C,IT,5,Maths,Week 6,100.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,Maths,Week 7,100.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,Maths,Week 8,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Python,Week 1,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Python,Week 2,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Python,Week 3,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Python,Week 4,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Python,Week 5,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Python,Week 6,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Python,Week 7,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Python,Week 8,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,AI,Week 1,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,AI,Week 2,100.0,9166211829
STU035,Harsh Joshi,3,4,C,IT,5,AI,Week 3,75.0,9166211829
STU035,Harsh Joshi,2,3,C,IT,5,AI,Week 4,66.67,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,AI,Week 5,100.0,9166211829
STU035,Harsh Joshi,2,3,C,IT,5,AI,Week 6,66.67,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,AI,Week 7,100.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,AI,Week 8,100.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,DSA,Week 1,100.0,9166211829
STU035,Harsh Joshi,5,5,C,IT,5,DSA,Week 2,100.0,9166211829
STU035,Harsh Joshi,3,4,C,IT,5,DSA,Week 3,75.0,9166211829
STU035,Harsh Joshi,3,4,C,IT,5,DSA,Week 4,75.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,DSA,Week 5,100.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,DSA,Week 6,100.0,9166211829
STU035,Harsh Joshi,4,4,C,IT,5,DSA,Week 7,100.0,9166211829
STU035,Harsh Joshi,4,5,C,IT,5,DSA,Week 8,80.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Code Lab,Week 1,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Code Lab,Week 2,100.0,9166211829
STU035,Harsh Joshi,1,2,C,IT,5,Code Lab,Week 3,50.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Code Lab,Week 4,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Code Lab,Week 5,100.0,9166211829
STU035,Harsh Joshi,1,2,C,IT,5,Code Lab,Week 6,50.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Code Lab,Week 7,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Code Lab,Week 8,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Communication Skills,Week 1,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Communication Skills,Week 2,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Communication Skills,Week 3,100.0,9166211829
STU035,Harsh Joshi,3,3,C,IT,5,Communication Skills,Week 4,100.0,9166211829
STU035,Harsh Joshi,1,1,C,IT,5,Communication Skills,Week 5,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Communication Skills,Week 6,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Communication Skills,Week 7,100.0,9166211829
STU035,Harsh Joshi,2,2,C,IT,5,Communication Skills,Week 8,100.0,9166211829
STU036,Aakash Sharma,3,4,C,MECH,5,Maths,Week 1,75.0,6803132646
STU036,Aakash Sharma,2,4,C,MECH,5,Maths,Week 2,50.0,6803132646
STU036,Aakash Sharma,3,4,C,MECH,5,Maths,Week 3,75.0,6803132646
STU036,Aakash Sharma,2,4,C,MECH,5,Maths,Week 4,50.0,6803132646
STU036,Aakash Sharma,2,4,C,MECH,5,Maths,Week 5,50.0,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,Maths,Week 6,66.67,6803132646
STU036,Aakash Sharma,3,5,C,MECH,5,Maths,Week 7,60.0,6803132646
STU036,Aakash Sharma,4,5,C,MECH,5,Maths,Week 8,80.0,6803132646
STU036,Aakash Sharma,1,4,C,MECH,5,Python,Week 1,25.0,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,Python,Week 2,66.67,6803132646
STU036,Aakash Sharma,1,3,C,MECH,5,Python,Week 3,33.33,6803132646
STU036,Aakash Sharma,1,4,C,MECH,5,Python,Week 4,25.0,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,Python,Week 5,66.67,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,Python,Week 6,66.67,6803132646
STU036,Aakash Sharma,1,4,C,MECH,5,Python,Week 7,25.0,6803132646
STU036,Aakash Sharma,0,2,C,MECH,5,Python,Week 8,0.0,6803132646
STU036,Aakash Sharma,1,3,C,MECH,5,AI,Week 1,33.33,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,AI,Week 2,66.67,6803132646
STU036,Aakash Sharma,1,3,C,MECH,5,AI,Week 3,33.33,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,AI,Week 4,66.67,6803132646
STU036,Aakash Sharma,3,3,C,MECH,5,AI,Week 5,100.0,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,AI,Week 6,66.67,6803132646
STU036,Aakash Sharma,1,4,C,MECH,5,AI,Week 7,25.0,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,AI,Week 8,66.67,6803132646
STU036,Aakash Sharma,0,4,C,MECH,5,DSA,Week 1,0.0,6803132646
STU036,Aakash Sharma,4,5,C,MECH,5,DSA,Week 2,80.0,6803132646
STU036,Aakash Sharma,4,4,C,MECH,5,DSA,Week 3,100.0,6803132646
STU036,Aakash Sharma,4,5,C,MECH,5,DSA,Week 4,80.0,6803132646
STU036,Aakash Sharma,2,5,C,MECH,5,DSA,Week 5,40.0,6803132646
STU036,Aakash Sharma,4,4,C,MECH,5,DSA,Week 6,100.0,6803132646
STU036,Aakash Sharma,2,4,C,MECH,5,DSA,Week 7,50.0,6803132646
STU036,Aakash Sharma,2,4,C,MECH,5,DSA,Week 8,50.0,6803132646
STU036,Aakash Sharma,1,2,C,MECH,5,Code Lab,Week 1,50.0,6803132646
STU036,Aakash Sharma,0,1,C,MECH,5,Code Lab,Week 2,0.0,6803132646
STU036,Aakash Sharma,1,2,C,MECH,5,Code Lab,Week 3,50.0,6803132646
STU036,Aakash Sharma,2,2,C,MECH,5,Code Lab,Week 4,100.0,6803132646
STU036,Aakash Sharma,3,3,C,MECH,5,Code Lab,Week 5,100.0,6803132646
STU036,Aakash Sharma,0,1,C,MECH,5,Code Lab,Week 6,0.0,6803132646
STU036,Aakash Sharma,2,2,C,MECH,5,Code Lab,Week 7,100.0,6803132646
STU036,Aakash Sharma,2,3,C,MECH,5,Code Lab,Week 8,66.67,6803132646
STU036,Aakash Sharma,2,2,C,MECH,5,Communication Skills,Week 1,100.0,6803132646
STU036,Aakash Sharma,0,2,C,MECH,5,Communication Skills,Week 2,0.0,6803132646
STU036,Aakash Sharma,0,1,C,MECH,5,Communication Skills,Week 3,0.0,6803132646
STU036,Aakash Sharma,0,2,C,MECH,5,Communication Skills,Week 4,0.0,6803132646
STU036,Aakash Sharma,1,2,C,MECH,5,Communication Skills,Week 5,50.0,6803132646
STU036,Aakash Sharma,1,1,C,MECH,5,Communication Skills,Week 6,100.0,6803132646
STU036,Aakash Sharma,1,2,C,MECH,5,Communication Skills,Week 7,50.0,6803132646
STU036,Aakash Sharma,1,2,C,MECH,5,Communication Skills,Week 8,50.0,6803132646
STU037,Karan Chauhan,3,3,C,MECH,3,Maths,Week 1,100.0,6545276696
STU037,Karan Chauhan,3,4,C,MECH,3,Maths,Week 2,75.0,6545276696
STU037,Karan Chauhan,4,4,C,MECH,3,Maths,Week 3,100.0,6545276696
STU037,Karan Chauhan,4,4,C,MECH,3,Maths,Week 4,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Maths,Week 5,100.0,6545276696
STU037,Karan Chauhan,2,3,C,MECH,3,Maths,Week 6,66.67,6545276696
STU037,Karan Chauhan,3,4,C,MECH,3,Maths,Week 7,75.0,6545276696
STU037,Karan Chauhan,5,5,C,MECH,3,Maths,Week 8,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Python,Week 1,100.0,6545276696
STU037,Karan Chauhan,2,4,C,MECH,3,Python,Week 2,50.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Python,Week 3,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Python,Week 4,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Python,Week 5,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Python,Week 6,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Python,Week 7,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Python,Week 8,100.0,6545276696
STU037,Karan Chauhan,4,4,C,MECH,3,AI,Week 1,100.0,6545276696
STU037,Karan Chauhan,4,4,C,MECH,3,AI,Week 2,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,AI,Week 3,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,AI,Week 4,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,AI,Week 5,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,AI,Week 6,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,AI,Week 7,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,AI,Week 8,100.0,6545276696
STU037,Karan Chauhan,4,4,C,MECH,3,DSA,Week 1,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,DSA,Week 2,100.0,6545276696
STU037,Karan Chauhan,3,4,C,MECH,3,DSA,Week 3,75.0,6545276696
STU037,Karan Chauhan,4,5,C,MECH,3,DSA,Week 4,80.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,DSA,Week 5,100.0,6545276696
STU037,Karan Chauhan,4,4,C,MECH,3,DSA,Week 6,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,DSA,Week 7,100.0,6545276696
STU037,Karan Chauhan,5,5,C,MECH,3,DSA,Week 8,100.0,6545276696
STU037,Karan Chauhan,1,2,C,MECH,3,Code Lab,Week 1,50.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Code Lab,Week 2,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Code Lab,Week 3,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Code Lab,Week 4,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Code Lab,Week 5,100.0,6545276696
STU037,Karan Chauhan,1,1,C,MECH,3,Code Lab,Week 6,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Code Lab,Week 7,100.0,6545276696
STU037,Karan Chauhan,0,1,C,MECH,3,Code Lab,Week 8,0.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Communication Skills,Week 1,100.0,6545276696
STU037,Karan Chauhan,3,3,C,MECH,3,Communication Skills,Week 2,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Communication Skills,Week 3,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Communication Skills,Week 4,100.0,6545276696
STU037,Karan Chauhan,1,1,C,MECH,3,Communication Skills,Week 5,100.0,6545276696
STU037,Karan Chauhan,2,2,C,MECH,3,Communication Skills,Week 6,100.0,6545276696
STU037,Karan Chauhan,1,1,C,MECH,3,Communication Skills,Week 7,100.0,6545276696
STU037,Karan Chauhan,1,1,C,MECH,3,Communication Skills,Week 8,100.0,6545276696
STU038,Sanjay Verma,5,5,A,MECH,5,Maths,Week 1,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,Maths,Week 2,100.0,7433550699
STU038,Sanjay Verma,3,4,A,MECH,5,Maths,Week 3,75.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,Maths,Week 4,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,Maths,Week 5,100.0,7433550699
STU038,Sanjay Verma,5,5,A,MECH,5,Maths,Week 6,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,Maths,Week 7,100.0,7433550699
STU038,Sanjay Verma,5,5,A,MECH,5,Maths,Week 8,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,Python,Week 1,100.0,7433550699
STU038,Sanjay Verma,2,3,A,MECH,5,Python,Week 2,66.67,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,Python,Week 3,100.0,7433550699
STU038,Sanjay Verma,2,3,A,MECH,5,Python,Week 4,66.67,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Python,Week 5,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,Python,Week 6,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,Python,Week 7,100.0,7433550699
STU038,Sanjay Verma,3,4,A,MECH,5,Python,Week 8,75.0,7433550699
STU038,Sanjay Verma,1,4,A,MECH,5,AI,Week 1,25.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,AI,Week 2,100.0,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,AI,Week 3,100.0,7433550699
STU038,Sanjay Verma,1,2,A,MECH,5,AI,Week 4,50.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,AI,Week 5,100.0,7433550699
STU038,Sanjay Verma,2,3,A,MECH,5,AI,Week 6,66.67,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,AI,Week 7,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,AI,Week 8,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,DSA,Week 1,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,DSA,Week 2,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,DSA,Week 3,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,DSA,Week 4,100.0,7433550699
STU038,Sanjay Verma,4,5,A,MECH,5,DSA,Week 5,80.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,DSA,Week 6,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,DSA,Week 7,100.0,7433550699
STU038,Sanjay Verma,4,4,A,MECH,5,DSA,Week 8,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,Code Lab,Week 1,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,Code Lab,Week 2,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,Code Lab,Week 3,100.0,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Code Lab,Week 4,100.0,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Code Lab,Week 5,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,Code Lab,Week 6,100.0,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Code Lab,Week 7,100.0,7433550699
STU038,Sanjay Verma,1,1,A,MECH,5,Code Lab,Week 8,100.0,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Communication Skills,Week 1,100.0,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Communication Skills,Week 2,100.0,7433550699
STU038,Sanjay Verma,2,3,A,MECH,5,Communication Skills,Week 3,66.67,7433550699
STU038,Sanjay Verma,2,3,A,MECH,5,Communication Skills,Week 4,66.67,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Communication Skills,Week 5,100.0,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Communication Skills,Week 6,100.0,7433550699
STU038,Sanjay Verma,3,3,A,MECH,5,Communication Skills,Week 7,100.0,7433550699
STU038,Sanjay Verma,2,2,A,MECH,5,Communication Skills,Week 8,100.0,7433550699
STU039,Nidhi Reddy,2,4,C,MECH,3,Maths,Week 1,50.0,6450139320
STU039,Nidhi Reddy,2,4,C,MECH,3,Maths,Week 2,50.0,6450139320
STU039,Nidhi Reddy,3,4,C,MECH,3,Maths,Week 3,75.0,6450139320
STU039,Nidhi Reddy,2,3,C,MECH,3,Maths,Week 4,66.67,6450139320
STU039,Nidhi Reddy,3,3,C,MECH,3,Maths,Week 5,100.0,6450139320
STU039,Nidhi Reddy,5,5,C,MECH,3,Maths,Week 6,100.0,6450139320
STU039,Nidhi Reddy,3,3,C,MECH,3,Maths,Week 7,100.0,6450139320
STU039,Nidhi Reddy,3,4,C,MECH,3,Maths,Week 8,75.0,6450139320
STU039,Nidhi Reddy,1,3,C,MECH,3,Python,Week 1,33.33,6450139320
STU039,Nidhi Reddy,2,3,C,MECH,3,Python,Week 2,66.67,6450139320
STU039,Nidhi Reddy,2,4,C,MECH,3,Python,Week 3,50.0,6450139320
